session_id,session_timestamp,driver_name,driver_email,station_id,connection_id,station_name_logged,kwh_charged,duration_minutes,revenue_usd,cost_usd,customer_id,date_id
1343,2026-08-20 20:26:33,Альбіна Шевченко,eduard76@example.net,507822,872802,Ayunt. Navalcarnero Ciudad Deportiva,18.86,93,7.54,3.39,,
1344,2026-08-14 12:06:37,Веніямин Устенко,mjoyce@example.org,508018,873194,Parking NN Diagonal,39.71,34,15.88,7.15,,
1345,2026-08-23 23:10:34,Gregory Shaffer,shoffman@example.net,507959,873058,"Svyols Gatvė 8, Vilnius",36.88,49,14.75,6.64,,
1346,2026-09-03 15:51:46,Еріка Мазепа,ivanenkoviktor@example.org,507724,872600,"Arinna Garden Sitesi, Çorum Merkez - AC 2",54.27,97,21.71,9.77,,
1347,2026-08-17 22:41:51,Elizabeth Hunter,andrusenkomartyn@example.org,508001,873171,Virta north Seurakuntatalo,55.81,23,22.32,10.05,,
1348,2026-09-01 03:40:06,Ashley Cook,kjames@example.org,507821,872800,FOC AC-Charger,8.62,35,3.45,1.55,,
1349,2026-09-06 06:27:16,Lisa Johnson,kabanenkoiefrem@example.net,507763,872665,Eldrive Lithuania Panemunės Baseinas,34.97,111,13.99,6.29,,
1350,2026-08-13 12:39:27,Надія Щириця,xshtokalo@example.org,507763,872673,Eldrive Lithuania Panemunės Baseinas,55.07,96,22.03,9.91,,
1351,2026-08-23 00:41:17,Maria Olson,tvaldez@example.org,507815,872789,Incalplas,45.25,31,18.1,8.14,,
1352,2026-08-26 03:59:34,Kimberly Rogers,hordii47@example.org,507763,872668,Eldrive Lithuania Panemunės Basenas,73.52,57,29.41,13.23,,
1353,2026-08-23 07:42:12,Amy Meyer,chumachenkodmytro@example.org,507763,872666,Eldrive Lithuani Panemunės Baseinas,57.7,92,23.08,10.39,,
1354,2026-09-03 13:50:54,Alicia Ray,tsiutsiurales@example.com,508001,873171,Virta Noth Seurakuntatalo,18.03,119,7.21,3.25,,
1355,2026-08-21 23:07:55,Stacy Gomez,andrew97@example.org,507771,872713,ЖК Сколково Уан,10.65,60,4.26,1.92,,
1356,2026-08-11 07:03:48,Альбіна Притула,bohuslavmiroshnychenko@example.net,507817,872792,BM Tafalla,56.39,12,22.56,10.15,,
1357,2026-08-14 18:39:44,Sarah Duncan,johnsonryan@example.com,507820,872796,Carrfour Lucena (Endesa),7.12,51,2.85,1.28,,
1358,2026-08-13 15:03:33,Bruce Patton,teresaray@example.org,508016,873192,Ford Tarragona,51.86,28,20.74,9.33,,
1359,2026-09-05 12:22:09,Emily Johnson,tereza47@example.org,507806,872774,Manises,80.22,82,32.09,14.44,,
1360,2026-08-31 10:25:23,Shawn Watson,lambertsylvia@example.org,507829,872813,Wesco Reedc Ity,51.04,37,20.42,9.19,,
1361,2026-08-30 00:43:10,Eric Rodriguez,paverchenko@example.org,507805,872773,Polytron Kudus,36.05,93,14.42,6.49,,
1362,2026-08-17 14:20:07,Юстим Вернигора,tconner@example.net,507815,872789,Incalpls,56.46,54,22.58,10.16,,
1363,2026-08-20 21:41:41,Rebecca Stein,pylyp19@example.com,507930,873007,Galway Bus Depot,41.66,80,16.66,7.5,,
1364,2026-08-14 04:27:26,Тетяна Овсієнко,xstephens@example.net,507921,872995,2979  -Dc,48.65,87,19.46,8.76,,
1365,2026-08-28 02:23:38,Shane Short,malikfowler@example.com,507812,872786,Mercadona Cetnro Logístico Vitoria,80.32,72,32.13,14.46,,
1366,2026-08-12 05:50:53,Амалія Шахрай,dkashchenko@example.com,507743,872632,Americawannt Aw00007,35.89,82,14.36,6.46,,
1367,2026-08-16 00:18:39,Kelly Smith,lisawalton@example.com,507763,872662,Eldrive Lithuania Panemunės Baseinas,81.9,28,32.76,14.74,,
1368,2026-09-04 23:17:30,Назар Величко,susan19@example.com,507919,872978,288 - הרב אבא אבוחצירא (פרטי),77.43,56,30.97,13.94,,
1369,2026-08-12 18:46:44,Angel Meyer,panteleimon77@example.net,507818,872793,Parking Caravanas El Pueyo,20.66,23,8.26,3.72,,
1370,2026-08-14 09:32:31,Peter Fowler,iermolenkohanna@example.net,507741,872629,AmericaWant AW00004,10.55,47,4.22,1.9,,
1371,2026-09-07 01:56:50,Емілія Малишко,volodymyra29@example.org,507714,872553,Präg Express Ladetelle,13.06,62,5.22,2.35,,
1372,2026-09-03 00:22:38,Patricia Lambert,aderevianko@example.org,507828,872811,Museo Del Calzado Y De La Industria,6.46,70,2.58,1.16,,
1373,2026-08-30 12:25:24,Donald Smith,danylenkoavhustyn@example.com,507763,872672,Eldrive Lithuania Panemunės Baeinas,12.56,0,5.02,2.26,,
1374,2026-08-23 01:58:39,Наталія Оробець,olenatiahnybok@example.com,507815,872789,Incalpplas,59.64,49,23.86,10.74,,
1375,2026-08-23 11:19:47,Michael Campbell,nguyenmary@example.com,507772,872715,Гостиница Карелия 282 км,10.7,90,4.28,1.93,,
1376,2026-09-07 05:48:27,Марʼяна Примаченко,wrobinson@example.net,507919,872983,2898 - הרב אבא אבוחציר (פרטי),30.52,39,12.21,5.49,,
1377,2026-08-18 17:37:35,Allen Berger,,508001,873171,Virta north Seurakuntatalo,72.59,18,29.04,13.07,,
1378,2026-08-21 11:52:16,Аніта Вдовиченко,perezdawn@example.org,507919,872979,2898 - הרב אבא אבוחצירא (פרטי),6.86,73,2.74,1.23,,
1379,2026-08-16 06:31:15,Michael Vance,chalyiviktor@example.com,508003,873173,Neste Liikenneasema Härkäpakari,70.16,42,28.06,12.63,,
1380,2026-08-17 02:02:36,Emily Roth,skorykoleh@example.org,507724,872600,"Arinna Garde Nsitesi, Çorum Merkez - Ac 2",27.55,61,11.02,4.96,,
1381,2026-08-16 05:54:35,Шевченко Миколай Богуславович,marcia81@example.org,507763,872667,Eldrive Lithuania Panemunės Baseinas,14.45,98,5.78,2.6,,
1382,2026-08-28 11:29:36,Юхим Шило,batihmykhailo@example.org,507763,872658,Eldrive Lithuania Panemunės Baseinas,60.74,23,24.3,10.93,,
1383,2026-09-06 11:22:34,Шевченко Тереза Владиславівна,okseniiadanylchuk@example.org,507763,872677,Eldrive Lithuania Panemunės Baseinas,55.32,0,22.13,9.96,,
1384,2026-08-22 18:52:40,Лілія Салій,btapia@example.com,507996,873159,"Savanoirų Pr. 276, Kaunas",75.2,0,30.08,13.54,,
1385,2026-08-19 21:13:31,Thomas Rivera,wolfekevin@example.com,507739,872627,Cepsa Gandia,63.81,108,25.52,11.49,,
1386,2026-08-22 08:55:36,Andre Alvarez,kevinharvey@example.com,507865,872871,Tesla Supercharger Lexy,69.28,114,27.71,12.47,,
1387,2026-08-12 02:27:59,Ryan Campbell,fbaturynets@example.com,508009,873181,Ionity Ionit Ypudasjärvi,27.56,68,11.02,4.96,,
1388,2026-08-21 11:45:52,Bethany Garcia,scottthomas@example.com,508001,873171,Virta North Seuarkuntatalo,19.2,87,7.68,3.46,,
1389,2026-08-29 06:51:32,Богуслава Негода,,999999,999999,Eldrive Lithuania Panemunės Baseinas,65.05,103,26.02,11.71,,
1390,2026-09-04 01:59:50,Jason Oliver,lsvyrydenko@example.net,507919,872980,2898 - הרב אבא אבוחצירא (פרטי),-15.5,50,-6.2,-2.79,,
1391,2026-08-15 21:07:16,Сомко Андрій Захарович,yvang@example.org,507763,872671,Eldrive Lithuania Panemunės Baseinas,84.24,77,33.7,15.16,,
1392,2026-08-15 13:15:12,Михайло Худобʼяк,wellsamy@example.org,507740,872628,AmericaWant AW00001,38.01,77,15.2,6.84,,
1393,2026-08-11 13:01:10,Gloria Benson,udovychenkoruslan@example.net,507823,872803,FamilyCash Montilla,34.76,101,13.9,6.26,,
1394,2026-08-23 13:55:47,Антон Якимчук,cassandraharrison@example.com,507864,872870,[ChargeBox] Parking La Rural,67.11,17,26.84,12.08,,
1395,2026-08-29 23:11:13,Левко Павличенко,arobinson@example.org,507740,872628,AmericaWant AW00001,32.26,11,12.9,5.81,,
1396,2026-08-31 09:36:31,Валерій Носенко,klavdiiaprykhodko@example.org,507862,872868,[eOne] Via Disegno,79.46,114,31.78,14.3,,
1397,2026-08-28 04:29:33,Brian Cervantes,shawsteven@example.net,507806,872774,Manises,73.67,119,29.47,13.26,,
1398,2026-09-01 22:37:42,Matthew Brown,kingdavid@example.net,507811,872785,Alcampo Vilagarcía,39.32,95,15.73,7.08,,
1399,2026-08-29 21:33:43,Феофан Абраменко,rachelcarter@example.org,507763,872665,Eldrive Lithuania Panemunės Basinas,65.07,50,26.03,11.71,,
1400,2026-09-06 16:17:57,Климент Матяш,liza56@example.org,507861,872867,[Eone] Paseo Dl Este 1,65.36,64,26.14,11.76,,
1401,2026-08-29 14:53:09,Jillian Harris,tesliaalla@example.com,508003,873173,Neste Liikenneasema Härkäpakari,13.25,25,5.3,2.38,,
1402,2026-09-06 22:54:48,Robert Frazier,lubenetsrozaliia@example.org,507892,872918,B& B Hotel Carabannchel ,,102,,,,
1403,2026-08-09 21:40:15,Suzanne Mooney,turnerjeffrey@example.net,508020,873197,Parking Garatge 2000,,71,,,,
1404,2026-08-19 18:15:08,Лукʼян Ткаченко,jenniferstokes@example.org,507771,872713,ЖК Сколково Уан,71.12,57,28.45,12.8,,
1405,2026-08-21 17:32:21,Амвросій Семенченко,hermankorolenko@example.net,999999,999999,Parque Comercial Alarzón (Burgos),30.6,39,12.24,5.51,,
1406,2026-08-17 03:38:53,Пріска Гаврилів,xiatsenko@example.net,507772,872715,Гостиница Карелия 282 км,76.64,21,30.66,13.8,,
1407,2026-09-02 20:10:22,Cynthia Park,ericksonrachael@example.com,507780,872727,Warren Odge ,36.14,44,14.46,6.51,,
1408,2026-08-22 03:36:43,Michelle Sullivan,cchmil@example.com,507895,872922,Comharchumann Forbartha Chorca Dhuibhne,5.87,20,2.35,1.06,,
1409,2026-09-06 01:29:40,Mary Wells,fjones@example.com,507738,872623,GM Oil,77.43,73,30.97,13.94,,
1410,2026-09-01 12:26:17,Тарас Рябченко,pmorales@example.org,507780,872727,Warren Lodge ,12.3,119,4.92,2.21,,
1411,2026-08-31 11:08:16,Zachary Santiago,pavlenkovalerii@example.net,507828,872811,Museo Del Calzado Y De La Industria,30.55,59,12.22,5.5,,
1412,2026-08-28 11:17:46,Алла Данченко,frantsovsiienko@example.net,507895,872922,Comharchumann Forbartha Chorc Dhuibhne,81.0,94,32.4,14.58,,
1413,2026-08-24 05:35:45,Vanessa Taylor,timothy29@example.com,507811,872785,Alcampo Vilaagrcía,81.05,30,32.42,14.59,,
1414,2026-08-16 10:54:38,Євген Чуприна,,507816,872791,Biteri etorbidea,50.88,78,20.35,9.16,,
1415,2026-08-28 15:08:14,Jordan Coleman,sheremetaillia@example.org,507771,872714,ЖК Сколково Уан,55.55,57,22.22,10.0,,
1416,2026-08-22 15:20:03,Darius Coleman,juliemyers@example.com,507763,872666,Elrdive Lithuania Panemunės Baseinas,40.88,29,16.35,7.36,,
1417,2026-09-04 08:26:42,Теодор Кабалюк,ivanchenkovasylyna@example.net,507866,872874,Mobive | La Souterraine | Rue des Fossés des Canards,28.46,110,11.38,5.12,,
1418,2026-08-30 17:26:48,Joshua Richardson,turnerlisa@example.com,507739,872627,Cepsa Gandia,31.29,76,12.52,5.63,,
1419,2026-08-23 21:58:30,Панас Свистун,mkhomyk@example.net,507920,872990,2979  - משרדים,58.8,53,23.52,10.58,,
1420,2026-08-24 08:10:38,Петро Василечко,gmendoza@example.org,507806,872777,Manises,65.19,42,26.08,11.73,,
1421,2026-08-28 06:26:03,Макар Луценко,thomasdavid@example.net,507804,872771,Fastnedd - Mundolsheim,68.33,82,27.33,12.3,,
1422,2026-09-03 23:42:12,Kelly Bishop,shamraibohdanna@example.org,507919,872987,2898 - הרב אאב אבוחצירא (פרטי),68.17,70,27.27,12.27,,
1423,2026-08-28 17:00:15,Василевич Марʼяна Опанасівна,marianaiashchenko@example.com,507859,872865,Club House Florence,12.3,18,4.92,2.21,,
1424,2026-08-17 18:05:08,пан Августин Шинкаренко,mariarussell@example.com,507823,872803,FamilyCash Montilla,44.55,77,17.82,8.02,,
1425,2026-09-01 20:19:21,Julie Gross,symon03@example.net,507807,872780,C.C .Los Alcores Sevilla,9.6,44,3.84,1.73,,
1426,2026-08-11 03:40:05,William Phillips,ocole@example.net,507807,872779,C.C. Los Alcores Sevilla,48.96,90,19.58,8.81,,
1427,2026-08-21 14:40:45,Марта Конопля,yzinchenko@example.net,507738,872623,GM Oil,40.32,107,16.13,7.26,,
1428,2026-08-22 15:06:51,Мирослав Дробаха,johnboyd@example.com,507802,872769,Kanor Bpkp,,97,,,,
1429,2026-09-01 04:15:58,Григорій Артимишин,bieroshenko@example.com,507890,872915,A1: Shooruk 1 ⛽,33.07,105,13.23,5.95,,
1430,2026-08-10 01:10:17,Mr. Billy Bowers,tymchenkohryhorii@example.net,507827,872810,Spklu Ujb Upt  Cawang 1,14.37,74,5.75,2.59,,
1431,2026-08-16 08:03:36,Douglas Hodge,mykyta64@example.com,507819,872795,Fo Dc-Charger,16.44,17,6.58,2.96,,
1432,2026-09-04 09:18:36,Нестор Дубина,mary95@example.com,507746,872636,Energía Nufri,65.92,54,26.37,11.87,,
1433,2026-09-04 10:57:20,Зорян Дзиндра,shughes@example.net,507819,872795,FOC DC-Charger,54.46,96,21.78,9.8,,
1434,2026-08-13 04:07:57,Cynthia White,fdziuba@example.net,507859,872865,Club House Florence,13.09,56,5.24,2.36,,
1435,2026-08-14 03:43:40,Богданна Данчук,amanda91@example.com,507931,873009,Fira CCIB,11.73,49,4.69,2.11,,
1436,2026-08-14 08:23:38,Ростислав Уманець,nancy98@example.org,507890,872915,A1: Shorouk 1 ⛽,61.08,85,24.43,10.99,,
1437,2026-09-01 20:11:08,Jeremiah Walsh,rebecca93@example.com,507983,873114,Posto Vila Flor - Rj Eletropotsos,10.82,63,4.33,1.95,,
1438,2026-09-02 08:24:53,Тарас Радченко,margaretholmes@example.com,507827,872810,SPKLU UJB UPT Cawang 1,70.75,85,28.3,12.74,,
1439,2026-08-28 19:37:02,Ростислав Гайдабура,carla39@example.org,507738,872624,Gm Oli,61.5,55,24.6,11.07,,
1440,2026-08-31 13:42:43,Одарка Шухевич,gloriaward@example.net,507763,872668,Eldrive Lithuania Panemunės Baseinas,11.51,56,4.6,2.07,,
1441,2026-08-30 19:43:51,Travis Nielsen,laurenperkins@example.org,507814,872788,Club Gimnas,11.79,24,4.72,2.12,,
1442,2026-08-27 06:26:46,Соломія Штокало,milena33@example.net,999999,999999,Warren Lodge ,83.93,114,33.57,15.11,,
1443,2026-09-06 17:51:41,Seth Smith,paigepacheco@example.com,508008,873180,Virta Kaupppakeskus Kaakkurinkulma,34.94,28,13.98,6.29,,
1444,2026-08-12 00:52:14,Ethan Moreno,,507815,872789,Incalpllas,34.65,35,13.86,6.24,,
1445,2026-08-28 18:58:44,Пріска Худяк,tshyian@example.com,507739,872627,Cepsa Gandia,70.02,61,28.01,12.6,,
1446,2026-09-02 07:05:36,Derek Garcia,dustin91@example.com,507763,872666,Eldrive Lithuania Panemunės Baseinas,80.78,102,32.31,14.54,,
1447,2026-08-08 18:31:29,Michael Allen,zvermenych@example.org,508013,873188,Watanya: Assyut West RD ⛽,83.88,31,33.55,15.1,,
1448,2026-08-23 03:22:43,Остап Дутка,lukianiaremko@example.com,507919,872981,2898 - הרב אבא אבוחצירא (פרטי),65.27,113,26.11,11.75,,
1449,2026-08-15 20:39:44,Megan Decker,dgonzalez@example.com,507859,872864,Cluub House Florence,35.1,30,14.04,6.32,,
1450,2026-09-03 19:01:40,пані Орися Романець,alvarezpaul@example.org,507824,872805,Ayunt. Sevilla. Calle José Velázquez Sánchez (Eranovum),11.68,60,4.67,2.1,,
1451,2026-08-25 09:38:04,Гаврило Єсипенко,viacheslavivanchenko@example.org,507919,872981,2898 - הרב אבא אבוחצירא (פרטי),67.17,47,26.87,12.09,,
1452,2026-09-04 10:33:59,Валентина Барабаш,barabashviktor@example.net,508017,873193,Parkng Via Augusta,49.67,29,19.87,8.94,,
1453,2026-08-30 18:03:03,Голик Панас Богодарович,kristenfrost@example.net,507931,873009,Fira CCIB,38.94,38,15.58,7.01,,
1454,2026-08-17 19:19:55,Богуслав Сіробаба,billkeller@example.org,507763,872668,Eldrive Lithuania Panemunės Baseinas,77.51,60,31.0,13.95,,
1455,2026-09-05 09:43:43,Павло Євтушок,dotsenkomarta@example.net,507867,872875,Caldas Da Arinha (Zunder),13.9,13,5.56,2.5,,
1456,2026-08-19 23:39:21,Matthew Jones,russell33@example.net,508007,873179,Plugit Oulun Lentoasema (OUL),,64,,,,
1457,2026-08-10 18:23:20,Destiny Simmons,mary20@example.net,507801,872768,Starltie Sunter Bisma,5.91,80,2.36,1.06,,
1458,2026-08-31 14:35:36,Richard Ramirez,georgeburch@example.com,507813,872787,Caprabo Mollerussa,42.49,101,17.0,7.65,,
1459,2026-08-27 09:21:01,Мілена Бараник,okhrymovychvarfolomii@example.net,507741,872629,Amricawant Aw00004,9.5,37,3.8,1.71,,
1460,2026-09-01 16:38:08,Deborah Alexander,pmartinez@example.com,507919,872981,2898 - הרב אבא אבוחצירא (פרט)י,14.51,13,5.8,2.61,,
1461,2026-08-14 18:37:25,Christina Long,iukhymzakusylo@example.org,507714,872553,Präg Express Ladestelle,14.4,31,5.76,2.59,,
1462,2026-08-13 12:28:09,Joshua Reynolds,mykytazasiadko@example.org,507956,873053,Maxim  Group 💼,56.94,85,22.78,10.25,,
1463,2026-08-13 11:42:31,пан Орхип Атаманюк,ustym99@example.com,507983,873114,Posto Vila Flor - RJ Eletropostos,64.68,54,25.87,11.64,,
1464,2026-08-09 09:25:02,Ліза Червоненко,jesseboone@example.com,507803,872770,Hotel Laksa Ciater,51.67,76,20.67,9.3,,
1465,2026-08-28 13:11:44,Борислав Абраменко,yhernandez@example.net,507864,872870,[Chargeebox] Parking La Rural,81.97,95,32.79,14.75,,
1466,2026-08-12 06:43:02,Георгій Дацюк,weaverjoseph@example.net,507919,872980,2898 - הרב אבא אבוחצירא (פרטי),34.99,117,14.0,6.3,,
1467,2026-08-21 12:18:36,Laura Robertson,hclarke@example.com,507746,872636,Energía Nufri,27.86,75,11.14,5.01,,
1468,2026-08-27 22:38:15,Jared Luna,porterchristina@example.com,507827,872810,Spklu Ujb Upt Ccawang 1,74.49,97,29.8,13.41,,
1469,2026-08-24 14:20:33,Аарон Сомко,hordii19@example.net,508021,873198,Parking NN Espronceda,22.89,43,9.16,4.12,,
1470,2026-08-24 00:28:23,Joseph Frey,kristinclark@example.com,507824,872805,Ayunt. Sevilla. Calle Jsoé Velázquez Sánchez (Eranovum),82.06,100,32.82,14.77,,
1471,2026-09-03 21:51:55,Jennifer Chen,thill@example.com,507763,872670,Eldrive Lithuania Panemunės Baseinas,5.97,64,2.39,1.07,,
1472,2026-09-07 14:55:42,Надія Ватаманюк,eierchenko@example.org,507821,872800,FOC AC-Charger,82.59,114,33.04,14.87,,
1473,2026-08-20 01:03:47,Donna Harris,tokartetiana@example.org,507930,873007,Galway Bus Depot,8.45,10,3.38,1.52,,
1474,2026-08-19 16:34:36,Єрченко Гліб Святославович,michael07@example.com,507823,872804,FamilyCash Montilla,76.29,81,30.52,13.73,,
1475,2026-08-29 17:08:58,Lydia Howard,qdavis@example.com,507892,872918,B& B Hotel Carabanchel ,-15.5,96,-6.2,-2.79,,
1476,2026-08-13 12:38:07,Йосип Єрошенко,pylyp47@example.org,507826,872809,Mercacentro,84.44,47,33.78,15.2,,
1477,2026-08-16 17:21:54,Альбіна Каденюк,zlatoslavalutsenko@example.net,507891,872917,Spot Mall 🛍️,10.9,15,4.36,1.96,,
1478,2026-08-10 01:15:43,Ricky Schneider,,507820,872799,Carrefour Lucena (Endesa),49.31,95,19.72,8.88,,
1479,2026-08-24 09:27:35,Sandra Cole,korpaniukpylyp@example.org,508001,873171,Virta North Eurakuntatalo,82.54,34,33.02,14.86,,
1480,2026-08-22 21:20:03,Анжела Приймак,tovstolisdavyd@example.org,507763,872671,Eldrive Lithuania Panemunės Baseinas,46.85,91,18.74,8.43,,
1481,2026-08-26 20:15:27,пані Роксолана Дараган,,507802,872769,Kantor BPKP,55.35,26,22.14,9.96,,
1482,2026-08-15 17:08:13,пан Борис Ярема,vadym84@example.com,507919,872977,2898 - הרב אבא אבוחצירא (רפטי),60.66,70,24.26,10.92,,
1483,2026-09-03 10:23:23,Бабко Лариса Ростиславівна,hordii64@example.org,507866,872874,Mobive | La Souterraine | Rue des Fossés des Canards,41.36,21,16.54,7.44,,
1484,2026-09-05 02:53:24,Аніта Носаченко,khrechko@example.net,507779,872726,McDonald's - Gallagher Retail Park,55.2,15,22.08,9.94,,
1485,2026-08-16 21:34:53,Дрозд Ганна Устимівна,varfolomiiisaienko@example.org,508019,873196,Ayunt. Olost Piscines,51.75,99,20.7,9.32,,
1486,2026-08-12 11:32:27,Златослава Батуринець,danna76@example.org,508005,873175,Plugit Ideapark Seinäjoki / K-Citymarket Ideapark,77.09,36,30.84,13.88,,
1487,2026-08-20 08:07:23,панна Одарка Павлик,tarasenkoliliia@example.net,507822,872802,Ayunt. Navalcarnero. Ciudad Deportiva,8.64,17,3.46,1.56,,
1488,2026-09-05 22:57:48,Ґерус Дан Яремович,zhuchenkomaksym@example.org,507891,872917,Spot Mall 🛍️,27.48,92,10.99,4.95,,
1489,2026-08-19 22:03:18,Михайло Дубенко,wvysochan@example.com,508000,873170,Hotel Hotelli Omenatarha,81.03,115,32.41,14.59,,
1490,2026-08-20 23:26:28,Donald Todd,violettasimashkevych@example.org,507714,872553,Präg Express Ladestelle,76.22,74,30.49,13.72,,
1491,2026-08-21 01:00:47,Мартин Дерегус,demian48@example.org,507822,872802,Ayunt. Navalcarnero. Ciudad Deportiva,41.45,66,16.58,7.46,,
1492,2026-08-31 05:35:43,Kevin Anderson,klazarenko@example.org,507820,872797,Carrefour Lucena (Endesa),54.61,0,21.84,9.83,,
1493,2026-09-04 04:22:08,Alexis Tucker,meghanallen@example.net,507806,872774,Manises,27.19,118,10.88,4.89,,
1494,2026-08-12 05:35:29,Валентина Макаренко,steven72@example.net,507919,872980,2898 - הרב אבא אבוחצירא (פריט),20.05,108,8.02,3.61,,
1495,2026-08-25 10:08:57,Rebecca Alvarez,danlazarenko@example.net,508008,873180,Virta Kauppakeskus Kaakkurinkulma,42.1,49,16.84,7.58,,
1496,2026-08-29 05:53:30,Людмила Чорновіл,kolisnychenkoheorhii@example.org,508017,873193,Parking Via Augusta,33.27,23,13.31,5.99,,
1497,2026-08-30 19:47:18,Christopher Holt,frice@example.net,507825,872808,Calle Alfred Nóbel,51.69,44,20.68,9.3,,
1498,2026-08-18 07:38:26,Олег Венгринович,doneal@example.net,507920,872989,2979 - משרדים,11.22,57,4.49,2.02,,
1499,2026-09-01 02:30:51,Aaron Young,hwalton@example.com,507919,872983,2898 - הרב אבא אבוחצירא (פררטי),82.95,118,33.18,14.93,,
1500,2026-08-20 03:54:02,Верховинець Олекса Іванович,zkovpak@example.org,999999,999999,2898 - הרבא בא אבוחצירא (פרטי),83.9,93,33.56,15.1,,
1501,2026-09-05 09:52:27,Зайченко Любов Альбертівна,ieroshenkoprokhir@example.com,507806,872775,Maniises,60.85,65,24.34,10.95,,
1502,2026-09-05 13:14:25,Данна Штокало,ylaba@example.com,507931,873009,Fira CCIB,47.89,58,19.16,8.62,,
1503,2026-08-22 23:30:17,Michael Williams,edwardsjames@example.org,507920,872991,297 - משרדים,29.76,22,11.9,5.36,,
1504,2026-08-27 20:40:59,Jeffrey Cook,wlaba@example.org,507779,872725,McDonald's - Gallagher Retail Park,70.1,70,28.04,12.62,,
1505,2026-08-09 00:58:15,Patrick Buckley,deborahturner@example.org,507763,872660,Eldrive Lithuania Panemunės Baaseinas,59.78,111,23.91,10.76,,
1506,2026-09-07 02:03:03,Альбіна Ющенко,chumachenkofedir@example.com,507820,872796,Carrefour Lucena (Endesa),18.01,58,7.2,3.24,,
1507,2026-08-22 12:58:35,Клавдія Чекалюк,dowens@example.com,507932,873010,Ola: Sdat ⛽,,55,,,,
1508,2026-09-07 02:49:05,Paul Villanueva,akopytko@example.org,508020,873197,Parking Garatge 2000,70.8,71,28.32,12.74,,
1509,2026-08-19 06:41:41,Дан Ільєнко,milenazhuchenko@example.com,507828,872811,Museo Del Calzado Y De La Industria,80.98,17,32.39,14.58,,
1510,2026-08-20 19:32:14,Оксана Жук,,507763,872662,Eldrive Lithuania Panemunės Baseinas,63.06,52,25.22,11.35,,
1511,2026-08-13 08:44:25,Angel Richards,,507808,872782,Parque Comercial Alarzón (Burgos),54.07,29,21.63,9.73,,
1512,2026-08-23 15:28:08,Борис Затула,bellregina@example.net,507823,872804,FamilyCash Montilla,38.46,106,15.38,6.92,,
1513,2026-08-10 06:24:30,James Ellis,georgemichael@example.net,507807,872779,C.C. Los Alcores Sevilla,,99,,,,
1514,2026-08-15 00:38:31,Георгій Жученко,villamisty@example.com,507803,872770,Hootel Laksa Ciater,74.29,48,29.72,13.37,,
1515,2026-08-22 23:21:52,Michael Brown,opanas34@example.net,507763,872676,Eldrive Lithuania Panemunės Baseinas,8.62,94,3.45,1.55,,
1516,2026-08-28 19:37:56,Світлана Шаповал,zhuchenkohryhorii@example.net,507738,872623,GM Oil,7.11,58,2.84,1.28,,
1517,2026-08-18 09:28:44,Greg Tanner,johnsonjeffery@example.net,507741,872629,AmericaWant AW00004,35.12,73,14.05,6.32,,
1518,2026-09-03 19:59:30,Олесь Дрозд,westmatthew@example.net,507810,872784,Parking Parador de Cazotla,69.84,71,27.94,12.57,,
1519,2026-09-03 10:01:26,Юстина Затула,christy45@example.org,507920,872991,2979 - משרדים,83.98,115,33.59,15.12,,
1520,2026-08-16 15:14:39,Diana Blair,fhohol-ianovska@example.com,508018,873194,Parking Nn Diagnoal,17.03,116,6.81,3.07,,
1521,2026-09-01 00:55:46,Ольга Зубко,nosachenkorostyslav@example.com,507763,872657,Eldrive Lithuania Paneunės Baseinas,52.53,63,21.01,9.46,,
1522,2026-08-25 02:10:04,добродій Євген Бабійчук,douglas31@example.net,507919,872986,2898 - הרב אבא אבוחצירא (פרטי),35.47,114,14.19,6.38,,
1523,2026-08-31 09:10:54,Гоголь-Яновський Азар Климентович,,507919,872976,288 - הרב אבא אבוחצירא (פרטי),82.59,18,33.04,14.87,,
1524,2026-08-15 11:31:47,Robert Nicholson,preston00@example.com,508007,873179,Plugit Oulun Lentoasema (OUL),72.37,97,28.95,13.03,,
1525,2026-08-27 22:33:14,Bradley Mullins DDS,ihnatprymachenko@example.net,507802,872769,Kantor BPKP,72.07,46,28.83,12.97,,
1526,2026-08-13 00:44:47,Brandi Phillips,,507867,872875,Caldas Da Rainha (Zunder),42.5,58,17.0,7.65,,
1527,2026-08-09 07:45:09,Марʼяна Демиденко,bneporozhnii@example.net,507922,872996,EV24 Charging Station,38.19,50,15.28,6.87,,
1528,2026-09-03 16:41:17,Nicole Johnson,aaronjones@example.org,507890,872915,A1: Shooruk 1 ⛽,26.87,26,10.75,4.84,,
1529,2026-08-30 17:24:00,Charles Warner,obuchanan@example.com,507810,872784,Parking Parador De Cazola,9.51,0,3.8,1.71,,
1530,2026-08-21 08:58:34,Зорян Шеремета,filienko@example.net,507763,872676,Eldrive Lithuania Panemunės Baseinas,74.18,30,29.67,13.35,,
1531,2026-08-26 16:20:03,Антон Стельмах,christina57@example.com,507715,872554,Via Franecsco Borromini,70.03,60,28.01,12.61,,
1532,2026-08-19 23:57:30,Elizabeth Mullins,alison98@example.net,507763,872666,Eldrive Lithunia Panemunės Baseinas,84.98,68,33.99,15.3,,
1533,2026-08-09 20:41:30,Аркадій Пилипенко,jeremyjohnson@example.com,507919,872978,2898 - הרב אבא אבוחצירא (פרטי),84.73,48,33.89,15.25,,
